CMP_CD,CMP_KOR,DART_CD
360350,코셈,01493793
072950,빛샘전자,00359261
050110,캠시스,00330044
357580,아모센스,01012987
203450,유니온바이오메트릭스,00408266
037950,엘컴텍,00242712
109080,옵티시스,00660291
051380,피씨디렉트,00297934
123010,알엔티엑스,00615723
070300,엑스큐어,00683007
263810,상신전자,00760999
076610,해성옵틱스,00483735
101140,인바이오젠,00652423
148250,알엔투테크놀로지,00915508
115610,이미지스,00694942
031310,아이즈비전,00200910
052460,아이크래프트,00405719
455180,케이지에이,01638387
060540,에스에이티,00379229
088280,쏘닉스,00561723
332370,아이디피,01213586
015710,코콤,00187725
106080,케이이엠텍,00542898
196450,코아시아씨엠,01031502
089150,케이씨티,00441447
100590,머큐리,00364740
081580,성우전자,00364306
193250,링크드,01035678
060230,제이케이시냅스,00363510
140430,카티스,01116265
208710,포톤,01047707
044380,주연테크,00269241
198080,캐프,00876643
376290,씨유테크,00575106
131180,딜리,00629212
215790,이노인스트루먼트,01065679
187220,디티앤씨,00675594
004270,남성,00172185
016920,카스,00152260
054090,삼진엘앤디,00239514
079190,케스피온,00479705
091340,S&K폴리텍,00580667
073540,에프알텍,00442561
045520,크린앤사이언스,00185222
368600,아이씨에이치,01302853
083640,인콘,00475976
355690,에이텀,01444380
127980,화인써키트,00527002
043360,디지아이,00295547
065770,CS,00303703
032960,동일기연,00199076
031860,디에이치엑스컴퍼니,00180865
017250,인터엠,00145914
361670,삼영에스앤씨,00405506
066900,디에이피,00303192
015260,에이엔피,00143314
065690,파커스,00384762
033200,모아텍,00241209
005930,삼성전자,00126380
000660,SK하이닉스,00164779
042700,한미반도체,00161383
058470,리노공업,00369657
240810,원익IPS,01135941
039030,이오테크닉스,00246417
000990,DB하이텍,00160843
030530,원익홀딩스,00216647
403870,HPSP,01288827
089030,테크윙,00535676
005290,동진쎄미켐,00118804
067310,하나마이크론,00445054
095340,ISC,00572905
084370,유진테크,00531014
357780,솔브레인,01489648
036930,주성엔지니어링,00252135
082270,젬백스,00492894
080220,제주반도체,00447487
101490,에스앤에스텍,00411048
064760,티씨케이,00245472
440110,파두,01292291
319660,피에스케이,01365825
089970,브이엠,00544577
388210,씨엠티엑스,01529982
131970,두산테스나,00563545
095610,테스,00524421
232140,와이씨,01109539
183300,코미코,00997812
195870,해성디에스,01032413
348210,넥스틴,01080252
490470,세미파이브,01627363
094170,동운아나텍,00695969
166090,하나머티리얼즈,00660750
036810,에프에스티,00223434
102710,이엔에프테크놀로지,00530185
003160,디아이,00118275
083450,GST,00540863
356860,티엘비,00920379
200710,에이디테크놀로지,00657002
036540,SFA반도체,00301246
039440,에스티아이,00298340
031980,피에스케이홀딩스,00208444
281820,케이씨텍,01261893
074600,원익QnC,00468374
059090,미코,00366942
399720,가온칩스,01364747
033640,네패스,00227333
122640,예스티,00530556
131290,티에스이,00372226
079370,제우스,00442570
011930,신성이엔지,00136271
394280,오픈엣지테크놀로지,01571107
101160,월덱스,00580065
086390,유니테스트,00540447
253590,네오셈,01170865
094360,칩스앤미디어,00579971
114810,한솔아이원스,00625942
036200,유니셈,00260569
053610,프로텍,00325112
452430,사피엔반도체,01676642
445090,에이직랜드,01540453
061970,LB세미콘,00412348
089890,코세스,00365934
045100,한양이엔지,00216762
317330,덕산테코피아,01021666
054450,텔레칩스,00423177
080580,오킨스전자,00543107
102120,어보브반도체,00591441
425420,티에프이,01035368
093520,매커스,00596677
029460,케이씨,00209780
083310,엘오티베큠,00484682
432720,퀄리타스반도체,01584183
144960,뉴파워프라즈마,00521390
078350,한양디지텍,00488989
064290,인텍플러스,00479787
252990,샘씨엔에스,01199727
024850,HLB이노베이션,00155586
170920,엘티씨,00866062
092070,디엔에프,00569691
272110,케이엔제이,00769158
330860,네패스아크,01368354
420770,기가비스,00765569
112290,와이씨켐,00619507
200470,에이팩트,00667425
077360,덕산하이메탈,00471068
092870,엑시콘,00611736
425040,티이엠씨,01301252
098120,마이크로컨텍솔,00568188
033160,엠케이전자,00121686
119830,아이텍,00626011
232680,라온로보틱스,00911229
226590,엠디바이스,01022142
241770,메카로,00652007
264660,씨앤지하이테크,00605328
322310,오로스테크놀로지,01016479
418420,라온텍,00965512
092220,KEC,00589127
093640,케이알엠,00536888
489500,엘케이켐,01747977
142210,유니트론텍,00879020
160980,싸이맥스,00659161
219130,타이거일렉,00617314
172670,에이엘티,00493325
445180,퓨릿,01027828
396270,넥스트칩,01515864
146320,비씨엔씨,01301623
417840,저스템,01383229
234030,싸이닉솔루션,00874168
077500,유니퀘스트,00414601
405100,큐알티,01033591
071280,로체시스템즈,00363486
482630,삼양엔씨켐,00863533
402490,그린리소스,01370863
254490,미래반도체,00299844
382800,지앤비에스 에코,00958327
059120,아진엑스텍,00404288
355150,코스텍시스,01476219
396470,워트,00866451
066310,큐에스아이,00411446
451220,아이엠티,01546101
041520,이엘씨,00137289
365590,하이딥,01505186
033170,시그네틱스,00158219
241790,티이엠씨씨엔에스,01113754
025560,미래산업,00197759
417500,제이아이테크,01367586
097800,윈팩,00536286
212710,아이에스티이,01208751
052900,KX하이텍,00276834
217190,제너셈,00666204
054620,APS,00296078
171010,램테크놀러지,00654272
105330,케이엔더블유,00606664
217500,러셀,01068348
348350,위드텍,00925587
227950,엔투텍,01105621
089790,제이티,00365457
424980,마이크로투나노,00624378
140070,서플러스글로벌,00599285
464500,아이언디바이스,01706794
052860,아이앤씨,00365758
032580,피델릭스,00189538
087600,픽셀플러스,00495086
080520,오디텍,00529815
311320,지오엘리먼트,00668965
323350,다원넥스뷰,01344363
064520,테크엘,00370255
429270,시지트로닉스,01284751
412350,레이저쎌,01573381
101400,엔시트론,00641393
147760,피엠티,00654175
452160,제이엔비,01309421
054940,엑사이엔씨,00360577
303030,지니틱스,01318933
045300,성우테크론,00350482
006200,한국전자홀딩스,00159254
306620,지아이에스,01325429
006400,삼성SDI,00126362
373220,LG에너지솔루션,01515323
066570,LG전자,00401731
247540,에코프로비엠,01160363
066970,엘앤에프,00398701
450080,에코프로머티,01311408
336260,두산퓨얼셀,01412725
058610,에스피지,00220686
348370,엔켐,01011526
361610,SK아이이테크놀로지,01386916
137400,피엔티,00612294
082920,비츠로셀,00154718
417200,LS머트리얼즈,01528141
043260,성호전자,00317210
222080,씨아이에스,01090471
365340,성일하이텍,01274329
001820,삼화콘덴서,00129350
278280,천보,00897752
033790,피노,00276083
036830,솔브레인홀딩스,00247975
416180,신성에스티,00761183
009470,삼화전기,00129271
378340,필에너지,01488320
083930,아바코,00442145
393890,더블유씨피,01291317
267320,나인테크,01208849
079960,동양이엔피,00178790
217820,원익피앤이,01020843
091580,상신이디피,00480783
382900,범한퓨얼셀,01435489
259630,엠플러스,00833064
042370,비츠로테크,00103644
101670,하이드로리튬,00527491
005680,삼영전자,00127200
079810,디이엔티,00445160
078890,가온그룹,00441304
243840,신흥에스이씨,00807379
175140,휴먼테크놀로지,00861997
002230,피에스텍,00155638
008700,아남전자,00138516
107600,새빗켐,00862880
382840,원준,01459212
452190,한빛레이저,00607496
036010,아비코전자,00138598
089850,유비벨록스,00592653
393970,대진첨단소재,01549472
084730,팅크웨어,00438036
288620,에스퓨얼셀,01257872
037030,파워넷,00231354
302430,이노메트리,01258710
273640,와이엠텍,01215618
126730,코칩,00446901
382480,지아이텍,01311310
458650,성우,00319272
413390,엠오티,01563922
452200,민테크,01689035
032540,TJ미디어,00201733
452400,이닉스,00338170
469750,아이비젼웍스,01516766
042110,에스씨디,00171867
432470,케이엔에스,01402995
014910,성문전자,00132628
297570,알로이스,01309795
115160,휴맥스,00787057
257370,피엔티엠에스,01144569
012340,뉴인텍,00105040
032750,삼진,00173351
377330,이지트로닉스,01140837
187270,신화콘텍,00925189
148930,에이치와이티씨,00885906
240600,유진테크놀로지,01085026
038950,파인디지털,00264732
154040,다산솔루에타,00624518
313760,캐리,00863038
009140,경인전자,00102140
028080,휴맥스홀딩스,00219440
043590,웰킵스하이텍,00260611
034220,LG디스플레이,00105873
108320,LX세미콘,00525934
213420,덕산네오룩스,01061558
272290,이녹스첨단소재,01237540
046890,서울반도체,00130763
265520,AP시스템,01203808
290690,소룩스,00605522
171090,선익시스템,00327819
095500,미래나노텍,00526836
051360,토비스,00390365
123860,아나패스,00761952
110990,디아이티,00576798
469610,이노테크,01745173
078150,HB테크놀러지,00255275
297890,HB솔루션,00523936
049950,미래컴퍼니,00447760
052420,오성첨단소재,00350048
108230,톱텍,00531917
149950,아바텍,00442048
484120,도우인시스,01380578
083500,에프엔에스테크,00476036
371950,풍원정밀,00417167
187870,디바이스,00624509
082850,우리바이오,00369107
419080,엔젯,01587056
255440,야스,00875307
307180,아이엘,01326279
141000,비아트론,00610083
052330,코텍,00305297
036090,위지트,00258360
040910,아이씨디,00298377
155650,와이엠씨,00870861
088130,동아엘텍,00489243
092190,서울바이오시스,00488402
056700,신화인터텍,00228350
143540,영우디에스피,00569646
457370,한켐,01016309
036170,에이치엠넥스,00232821
054040,한국컴퓨터,00303396
256630,포인트엔지니어링,01179608
239890,피엔에이치테크,01112889
131760,파인텍,00820352
037330,인지디스플레,00265421
475660,에스켐,01383779
094970,제이엠티,00533508
020760,일진디스플,00198697
038060,루멘스,00406329
351320,넥사다이내믹스,01440153
238490,힘스,00556712
059100,아이컴포넌트,00407285
137080,나래나노텍,00362122
001210,금호전기,00106395
153490,우리이앤엘,00815095
321260,프로이천,01359736
177350,베셀,00813389
121850,코이즈,00807397
191410,육일씨엔에쓰,00843900
106240,파인테크닉스,00755739
115530,씨엔플러스,00660033
063760,이엘피,00374020
037400,우리엔터프라이즈,00155692
096870,엘디티,00540571
073110,엘엠에스,00494218
049120,파인디앤씨,00350020
347770,핌스,01405390
079950,인베니아,00409371
083470,이엠앤아이,00475718
290520,신도기연,00961570
250930,예선테크,01166109
069330,유아이디,00400121
067770,세진티에스,00406727
009310,참엔지니어링,00153621
030200,KT,00190321
017670,SK텔레콤,00159023
032640,LG유플러스,00231363
036630,세종텔레콤,00268002
065530,와이어블,00250137
035420,NAVER,00266961
035720,카카오,00258801
352820,하이브,01204056
259960,크래프톤,00760971
036570,엔씨소프트,00261443
035900,JYP Ent.,00258689
041510,에스엠,00260930
251270,넷마블,00904672
263750,펄어비스,01152470
030000,제일기획,00148276
462870,시프트업,01384787
122870,와이지엔터테인먼트,00613318
035760,CJ ENM,00265324
253450,스튜디오드래곤,01168684
293490,카카오게임즈,01137383
192080,더블유게임즈,01010110
067160,SOOP,00399694
112040,위메이드,00444329
214320,이노션,00565154
376300,디어유,01456011
079160,CJ CGV,00303873
037270,YG PLUS,00249247
419530,SAMG엔터,01082418
095660,네오위즈,00628860
225570,넥슨게임즈,01096341
069080,웹젠,00405320
194480,데브시스터즈,01008762
078340,컴투스,00476498
473980,노머스,01703849
034120,SBS,00130772
403850,더핑크퐁컴퍼니,01138364
300080,플리토,01237434
101730,위메이드맥스,00643656
016880,웅진,00143651
217270,넵튠,01067808
053210,스카이라이프,00349097
040300,YTN,00200275
310200,애니플러스,01335578
036420,콘텐트리중앙,00203315
058630,엠게임,00397058
201490,미투온,00965813
067000,조이시티,00397252
205500,넥써쓰,01042429
035000,HS애드,00140168
182360,큐브엔터,00985686
206560,덱스터,01021949
089600,KT나스미디어,00486097
263720,디앤씨미디어,01186404
037560,LG헬로비전,00222532
418470,KT밀리의서재,01467451
043610,KT지니뮤직,00223762
042420,네오위즈홀딩스,00266952
020120,키다리스튜디오,00140131
299900,위지윅스튜디오,01276327
063080,컴투스홀딩스,00535746
389140,포바이포,01513699
086980,쇼박스,00303794
047820,초록뱀미디어,00299464
289220,자이언트스텝,01264438
048910,대원미디어,00351807
063440,SM Life Design,00367604
241840,에이스토리,00975290
048550,SM C&C,00185046
058400,KNN,00208134
207760,미스터블루,01047840
204610,티쓰리,00609661
432430,와이랩,01406265
443250,레뷰코퍼레이션,01468061
216050,인크로스,00819073
214270,FSN,01061497
054780,키이스트,00353762
078860,스테이지원엔터,00543204
200350,아티스트스튜디오,00990819
476080,M83,01704680
123420,위메이드플레이,00815767
173940,에프엔씨엔터,00925295
068290,삼성출판사,00423690
160550,NEW,00974927
033830,티비씨,00204642
036000,예림당,00259934
408900,스튜디오미르,01139965
068050,팬엔터테인먼트,00397191
039340,한국경제TV,00263371
052790,액토즈소프트,00348034
361570,알비더블유,01303029
464580,닷밀,01605282
369370,블리츠웨이엔터테인먼트,01508855
052220,iMBC,00370006
046390,삼화네트웍스,00301112
321820,아티스트컴퍼니,01116502
134580,탑코미디어,00608699
291230,엔피,01276901
084180,수성웹툰,00243979
060570,드림어스컴퍼니,00364467
363260,모비데이즈,01493535
208640,썸에이지,01049422
089230,THE E&M,00519252
236810,엔비티,01051065
010470,오리콤,00141671
123570,이엠넷,00616290
210120,캔버스엔,00550082
317530,캐리소프트,01267222
104200,NHN벅스,00645089
408920,메쎄이상,01596656
239340,이스트에이드,01128622
035620,바른손이앤에이,00259590
417180,핑거스토리,01584934
047080,한빛소프트,00348292
331520,밸로프,01398151
273060,와이즈버즈,01236532
023770,플레이위드,00138367
127710,아시아경제,00665676
094860,네오리진,00599106
351870,차이커뮤니케이션,00909835
032800,판타지오,00231691
322780,코퍼스코리아,01364297
012170,아센디오,00145437
348030,모비릭스,01210190
131100,티엔엔터테인먼트,00814786
044480,빌리언스,00173449
237820,플레이디,00862853
362990,드림인사이트,01492688
050090,비케이홀딩스,00369569
397810,애드포러스,01551042
058450,한주에이알티,00146427
015760,한국전력,00159193
052690,한전기술,00159209
036460,한국가스공사,00261285
051600,한전KPS,00159218
018670,SK가스,00144164
004690,삼천리,00128555
130660,한전산업,00194947
071320,지역난방공사,00159698
017940,E1,00165583
015360,INVENI,00105101
453450,그리드위즈,01299203
017390,서울가스,00130684
267290,경동도시가스,01208885
117580,대성에너지,00787376
003480,한진중공업홀딩스,00163673
053050,지에스이,00351995
016710,대성홀딩스,00108940
034590,인천도시가스,00145862
0004V0,엔비알모션,
493330,지에프아이,01450938
068790,DMS,00361594
071200,인피니트헬스케어,00435969
0115H0,삼성스팩13호,
0001A0,덕양에너젠,
279570,케이뱅크,01203312
458350,에스팀,01379563
0011A0,액스비스,
174900,앱클론,00991191
0082N0,카나프테라퓨틱스,
298060,에스씨엠생명과학,01110474
117670,알파칩스,00605124
092600,앤씨앤,00537337
405000,플라즈맵,01575839
123840,뉴온,00809429
493280,아이엠바이오로직스,01859500
204210,스타에스엠리츠,01035289
027040,서울전자통신,00130587
219550,디와이디,01089378
290720,푸드나무,01259311
149980,하이로닉,00977641
065650,하이퍼코퍼레이션,00391197
030350,드래곤플라이,00230036
001840,이화공영,00145668
408470,한패스,01445024
0088M0,메쥬,
